time,open,high,low,close,TheStrat Label 1,TheStrat Label 2,TheStrat Label 3,2-1-2 BLR,2-1-2 BLC,3-1-2 BLR,3-2-2 BLR,Rev Strat 1-2-2 BLR,2-2 BLR,2-1-2 BRR,2-1-2 BRC,3-1-2 BRR,3-2-2 BRR,Rev Strat 1-2-2 BRR,2-2 BRR,Double Inside,PMG BLR,PMG BRR,Volume
1771974000,25020.5,25495,24992.25,25460.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1417789
1772060400,25398.75,25418.5,24862,25028.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2203085
1772146800,25026,25098.75,24780,24952.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2133533
1772406000,24684.75,25100,24477,24997.5,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361144
1772492400,25002.75,25011.25,24350.75,24711.5,0,1,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2854224
1772578800,24711.5,25217,24498.5,25137.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2207013
1772665200,25154.5,25243,24774,25010.5,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2530935
1772751600,25015.75,25141.5,24605,24660.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2678222
1773007200,24500,25055,23999,24958.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2646800
1773093600,24978,25217.75,24832.5,25008.75,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2339646
1773180000,25015,25180,24873.75,24947.5,1,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1932042
1773266400,24940,24949.75,24517,24567.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2185306
1773352800,24565,24805,24333.75,24335.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2334187
1773612000,24287.75,24816.25,24270,24659.5,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,996531
1773698400,24876,25114.5,24729,25027,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1340392
1773784800,25026,25210.75,24564,24606.25,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1645583
1773871200,24615,24725.25,24324.25,24617,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2322070
1773957600,24629.25,24660.75,23970.75,24217,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2029725
1774216800,23914,24763.5,23772.75,24400.25,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361567
1774303200,24408.25,24547.75,24134.75,24403.5,1,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2222602
1774389600,24422.5,24540,24287.25,24368.25,1,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1982378
1774476000,24368.25,24421.25,23762,23821.25,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2157119
1774562400,23830,23975.75,23231,23255,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1927328
1774821600,23191.5,23580,23024.25,23106,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2036342
1774908000,23112,23974,22960.5,23904.75,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2523175
