time,open,high,low,close,EMA Direction (debug),Entry Arrow Long,Entry Arrow Short,Invalidated (Long side),Invalidated (Short side),Volume,Volume MA
1785295440,27806,27806.25,27794.75,27802.75,-1,0,0,0,0,1512,1292.55
1785295500,27802.25,27804.5,27789.25,27797.25,-1,0,0,0,0,1106,1266.95
1785295560,27797.75,27803.25,27793.25,27801,-1,0,0,0,0,804,1239.1
1785295620,27798.75,27803.75,27787.5,27797.25,-1,0,0,0,0,896,1189
1785295680,27796.25,27800.25,27787.5,27796.75,-1,0,0,0,0,906,1141.9
1785295740,27795.75,27798.5,27775.5,27777,-1,0,0,0,0,1727,1150.95
1785295800,27777.25,27778,27753.25,27761.25,-1,0,0,0,0,3093,1210.1
1785295860,27760.75,27761.25,27745.75,27757.75,-1,0,0,0,0,1771,1231.85
1785295920,27758,27776.75,27753.5,27774.25,-1,0,0,0,0,1680,1243.15
1785295980,27773.25,27777.75,27766,27776.75,-1,0,0,0,1,885,1219.6
1785296040,27775.5,27783.25,27765,27782.5,-1,0,0,0,0,1345,1220.65
1785296100,27783.75,27786.25,27777,27786.25,-1,0,0,0,0,881,1229.75
1785296160,27786.25,27793.25,27780.75,27790.25,-1,0,0,0,0,970,1215.4
1785296220,27789.75,27789.75,27774.5,27780.75,-1,0,0,0,0,977,1237.65
1785296280,27781,27783.75,27763.75,27765.25,-1,0,0,0,0,1213,1265.95
1785296340,27765,27767.5,27752.25,27754.75,-1,0,0,0,0,1438,1275.35
1785296400,27754.75,27764,27754,27761.75,-1,0,0,0,0,885,1272.35
1785296460,27761.25,27763,27753,27759.75,-1,0,0,0,0,1032,1248.55
1785296520,27758.5,27761.5,27748.5,27752.25,-1,0,0,0,0,930,1250.6
1785296580,27751,27764.25,27742.5,27760.75,-1,0,0,0,0,1736,1289.35
1785296640,27761.75,27773.75,27759,27773,-1,0,0,0,0,1008,1264.15
1785296700,27773,27782.75,27770.25,27776.5,-1,0,0,0,0,1141,1265.9
1785296760,27776,27782.5,27765,27766.5,-1,0,0,0,0,957,1273.55
1785296820,27766.75,27785.5,27765.75,27784.5,-1,0,0,0,0,1068,1282.15
1785296880,27782.75,27786.25,27754,27754.75,-1,0,0,0,0,1231,1298.4
1785296940,27755,27761.5,27751,27753.5,-1,0,0,0,0,916,1257.85
1785297000,27753.25,27757,27745.5,27752.5,-1,0,0,0,0,1040,1155.2
1785297060,27751.5,27752.75,27720.75,27723,-1,0,0,0,0,3098,1221.55
1785297120,27722,27725,27705.5,27719,-1,0,0,0,0,2168,1245.95
1785297180,27719.25,27720,27712,27716,-1,0,0,0,0,851,1244.25
1785297240,27716.5,27722,27708.25,27716.75,-1,0,1,0,0,1065,1230.25
1785297300,27716.5,27717.25,27702.75,27702.75,-1,0,0,0,0,1486,1260.5
1785297360,27703.25,27714.25,27701.25,27712.5,-1,0,0,0,0,988,1261.4
1785297420,27712.5,27719.75,27710,27715,-1,0,0,0,1,750,1250.05
1785297480,27714.75,27720,27711.5,27717,-1,0,0,0,0,629,1220.85
1785297540,27717,27719,27711.5,27717,-1,0,0,0,0,518,1174.85
1785297600,27718,27723.25,27686.5,27688.25,-1,0,0,0,0,2793,1270.25
1785297660,27688.75,27694,27685.5,27693.25,-1,0,0,0,0,1065,1271.9
1785297720,27693.25,27715.25,27686.25,27710,-1,0,0,0,0,1496,1300.2
1785297780,27711.25,27715.75,27690.25,27693.75,-1,0,0,0,0,1322,1279.5
1785297840,27694.25,27702,27691.25,27702,-1,0,0,0,0,900,1274.1
1785297900,27702.25,27708.25,27695.75,27697.25,-1,0,0,0,0,916,1262.85
1785297960,27697.25,27697.75,27683.75,27693.75,-1,0,0,0,0,997,1264.85
